Site,Energy Meter (IEM3255),Tanggal,Negative active,Positive Active,Daily GHI
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-08,253037.94,14.34,4.043888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-09,255021.42,14.46,3.431111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-10,256987.75,14.59,3.3713888888888888
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-11,259635.86,14.77,4.858333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-12,262783.47,14.95,5.7975
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-13,265240.74,15.12,4.4025
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-14,267769.25,15.3,4.695
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-15,270767.26,15.47,5.269722222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-16,273032.17,15.62,3.9283333333333332
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-17,274472.1,15.75,2.7816666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-18,276988.58,15.89,4.391944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-19,279922.93,16.04,5.1775
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-20,282580.83,16.22,4.774166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-21,285939.81,16.35,6.5472222222222225
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-22,287311.34,16.41,2.3558333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-23,290268.67,16.52,5.255277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-24,293055.48,16.63,4.97
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-25,295018.95,16.78,3.4355555555555557
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-26,297120.06,16.91,3.6572222222222224
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-27,298418.28,17.01,2.223055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-28,300665.16,17.12,3.873611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-29,303690.47,17.25,5.4125
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-30,306994.03,17.39,6.021111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-31,309803.49,17.48,5.1033333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-01,311564.3,17.58,2.193888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-02,314165.18,17.67,4.681666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-03,316828.75,17.76,4.848055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-04,319165.41,17.89,4.165
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-05,321733.24,18.02,4.6
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-06,324204.23,18.14,4.5075
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-07,327287.95,18.27,5.651111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-08,330242.22,18.42,5.425833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-09,332764.3,18.58,4.4625
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-10,334505.51,18.74,3.0858333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-11,336115.87,18.92,2.8961111111111113
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-12,337633.71,19.1,2.605
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-13,338965.26,19.28,2.2555555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-14,342326.65,19.45,5.891388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-15,343968.19,19.61,2.631944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-16,346768.3,19.74,4.9494444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-17,347874.42,19.87,1.7208333333333332
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-18,350086.51,20.04,3.7736111111111112
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-19,353375.22,20.19,5.714166666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-20,356495.81,20.34,5.431666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-21,358570.53,20.51,3.388333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-22,361219.95,20.64,4.4880555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-23,364626.43,20.81,5.983055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-24,368024.72,20.96,5.964722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-25,370680.76,21.1,4.650833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-26,373254.2,21.25,4.455
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-27,375813.09,21.37,4.457777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-28,378414.69,21.51,4.56
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-29,381315.86,21.67,5.066944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-04-30,383352.59,21.83,3.486944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-01,385840.9,21.96,4.407777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-02,388086.02,22.06,3.8994444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-03,391012.67,22.2,5.1
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-04,393486.63,22.37,4.212777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-05,396021.21,22.49,4.424166666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-06,398488.32,22.65,4.296388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-07,399984.99,22.8,2.5772222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-08,402634.25,22.95,4.605833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-09,405380.33,23.09,4.696666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-10,408325.46,23.22,5.246944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-11,410722.04,23.34,4.2
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-12,413239.86,23.45,4.28
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-13,416175.28,23.59,5.191944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-14,418254.83,23.76,3.578333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-15,419990.48,23.91,3.004166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-16,422071.9,24.08,3.6752777777777776
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-17,424034.39,24.25,3.444722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-18,426409.43,24.37,4.139166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-19,429055.0,24.47,4.599722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-20,430687.61,24.58,2.799444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-21,432045.22,24.69,2.2905555555555557
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-22,433496.41,24.78,2.4319444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-23,434622.91,24.88,1.8580555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-24,436652.23,24.97,3.4941666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-25,438022.78,25.09,2.2419444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-26,439073.27,25.26,1.7094444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-27,441940.61,25.39,5.150277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-28,444462.12,25.5,4.475
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-29,446615.61,25.64,3.758888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-30,449137.36,25.77,4.4366666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-05-31,451710.53,25.88,4.5183333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-01,453475.99,26.02,2.9297222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-02,456247.5,26.12,4.896944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-03,458205.78,26.28,3.4408333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-04,460046.34,26.39,3.1880555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-05,462099.32,26.45,3.5305555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-06,464298.1,26.52,3.777222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-07,466999.72,26.65,4.771944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-08,469522.39,26.73,4.440833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-09,471486.51,26.79,3.425
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-10,473543.59,26.9,3.5469444444444442
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-11,475499.98,26.97,3.3830555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-12,478234.56,27.07,4.8725
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-13,481000.54,27.18,4.918055555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-14,483151.66,27.27,3.720277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-15,485334.2,27.36,3.862222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-16,487709.8,27.45,4.306111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-17,489748.35,27.58,3.6575
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-18,490862.12,27.74,1.863888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-19,491378.93,27.9,1.418611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-20,493648.22,28.08,3.9591666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-21,495121.47,28.25,2.473055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-22,497625.98,28.4,4.446111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-23,500068.68,28.52,4.316388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-24,502209.81,28.71,3.752222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-25,504433.82,28.87,3.9652777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-26,506715.73,28.99,4.106944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-27,508654.7,29.08,3.36
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-28,509842.61,29.17,2.0772222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-29,510563.38,29.24,1.0933333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-06-30,512751.25,29.27,3.984722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-01,512751.25,29.27,4.085833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-02,512751.25,29.27,4.105277777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-03,512828.61,29.34,4.035555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-04,514984.2,29.52,3.7552777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-05,516590.78,29.64,2.786388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-06,518556.54,29.72,3.473333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-07,520788.0,29.85,3.924444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-08,523537.01,30.0,4.831944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-09,525997.77,30.12,4.325
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-10,528448.58,30.27,4.400277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-11,529784.45,30.45,2.2894444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-12,532455.22,30.59,4.841111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-13,534067.52,30.65,2.8158333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-14,535461.67,30.77,2.393611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-15,537996.27,30.87,4.516666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-16,540143.98,31.0,3.746111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-17,542341.69,31.15,3.8016666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-18,544333.43,31.27,3.4591666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-19,547498.99,31.38,5.646944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-20,550433.93,31.51,5.2363888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-21,553095.78,31.63,4.753055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-22,556000.14,31.74,5.175
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-23,558862.01,31.84,5.153888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-24,561199.73,31.92,4.206388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-25,564121.3,32.03,5.2972222222222225
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-26,566864.97,32.15,4.943333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-27,568775.28,32.28,3.395
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-28,570254.98,32.43,2.5930555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-29,572627.05,32.55,4.214722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-30,574716.44,32.64,3.7294444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-07-31,577407.06,32.75,4.799166666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-08-01,580390.26,32.85,5.357222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-08-02,583375.31,32.95,5.404166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-08-03,585065.68,33.01,3.0533333333333332
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-08-04,586893.78,33.09,3.174722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-08-05,589106.15,33.23,3.8858333333333333
